4977	0	37826	443403	NR	halvaro	9/22/04 4:05 PM	1.0958691E12	WD40??????????	Hi I would like to know what is WD40 , sorry I am from Mexico maybe it is aproduct i don't know.
4977	119	37826	568533	460046	papgas	11/26/04 3:38 PM	1.10148348E12	Especially for YOU &quot;techuser&quot;	Too fuss for nothing you knucklehead! Just =&gt; @ http://www.globalstoresgroup.com/page/industrial-supplies/ctgy/lubricants-and-oils and then click on MSDS WD40
4977	120	37826	568607	443403	wevmax	11/26/04 4:12 PM	1.10148552E12	Re: WD40??????????	Hey, Not sure about WD40 in the computer/tech world, but generally WD40 is a spray lubricant, like oil for engines, door hinges, bicycle chains, etc. Hope this helps.
4977	121	37826	568614	568497	papgas	11/26/04 4:15 PM	1.1014857E12	Arthritis? Sounds possible	I can recall the icon of my grand mother. Every night before going to bed, she used to rub her knees with some warm portion of kerosene that she took from the tank of the lamp. Growing older, I met a few people making use of vaseline for the same purpose -- soothing the pain from arthritis. Being a kid I remember every time I caught a cold my mother used to rub my body with kerosene mixed with alcohol. I was not able to find a study relevant, but I believe there must be a connection with arthritis since the main part of WD-40 comes from distilled petroleum
4977	122	37826	568655	485679	JINKS	11/26/04 4:39 PM	1.10148714E12	Re: Cancer causing agents!!!	Sorry did't mean to start another WAR,keep on beathing it,take a bath in it if you wish ,if you want to work with it for 20 years be my guest.If zed cared for his workers he wouldn't let his workers breath it for to long.Won't say another word.
4977	123	37826	568730	568655	papgas	11/26/04 5:19 PM	1.10148954E12	Proof & Evidence OR Hysteria	My dear Jinks, I am afraid you did not get it AT ALL, and you appear to be the know-all man. Whoever asks for proof and evidence is rather unlike to ask for a war. Moreover, indirect provoking of the style &quot;take a bath in it if you wish&quot; or &quot;...be my guest&quot; do not contribute to a proper discussion on the basis of qood will. Anyway, WHO is zed, in what way was he informed (I mean, did they provided him with evidence and proof of what they claimed?) or was is an over-reaction? We, too, have workers and we do care about them AT LEAST AS MUCH as zed does. We, too, want them to use WD-40 under adequate ventilation but this does not have to do with Ca but with possible temporary respiratory problems that may evolve under prolonged usage
4977	124	37826	568752	485679	JINKS	11/26/04 5:33 PM	1.10149038E12	Re: Cancer causing agents!!!	P.S. I DID NOT SAY IT CAUSED CANCER I SAID IT CANTAINED CARCINOGINS!!!
4977	125	37826	568810	568730	JINKS	11/26/04 6:10 PM	1.1014926E12	Re: Proof & Evidence OR Hysteria	Dear papgas,I am not a&quot;know it all person by far&quot; but your response to my &quot;warning&quot; did provoke my nasty reply, having a conversation one on one might have been better. At the place were i worked, any substance that contained a known carcinogins was replaced(no matter the amount).WD 40 was replaced and it's not hysteria.I was not out to cut the product down.
4977	126	37826	568975	443403	Unknown	11/26/04 7:39 PM	1.10149794E12	Actually... Its a hard drive	Actually, WD40 is a 40GB Western Digital Drive See Here: http://www.compuplus.com/insidepage.php3?id=531 as this is in the PC Hardware section, I think that's what he's looking for.
4977	127	37826	569103	567735	jacklg0	11/26/04 8:58 PM	1.10150268E12	Re: WD40 - sticky black gunk?	WD-40 is not going to leave anything black by itself, but it will become sticky enough to capture dirt and dust, making it black - so you have a dirt problem, which WD-40 can help clean, but only temporarily. I use WD-40 and similar products to clean the stains (tobacco and other) off some computer equipment parts, (and remove labels,) off some electric and electronic parts, very carefully (slight sprays, clean with q-tip or towel, etc.) Then I clean contacts with contact cleaner to remove possible coatings left behind, other cleaners if needed on other parts, not just WD-40.
4977	128	37826	569155	443686	billcoh	11/26/04 9:58 PM	1.10150628E12	Re: Trivia. . .	Possibly the answer is there in the 129 answers but it's one I know- WD40 stands for Water Displacement- the 40'th trial. Now the material is used for many, many other uses- but it is nice to know if you ever went through a water puddle and your car engine stalled- just spray WD-40 around your spark plugs.
4977	129	37826	569265	443403	cyberpoet	11/27/04 1:09 AM	1.10151774E12	Re: WD40??????????	WD-40 is a product often used to displace water, and rumor would have it the name is derrived from &quot;Water Displacement Formula #40&quot;. It is available in spray cans and as a bulk liquid in one gallon cans (3.73 liters). The contents, according to their material data safety sheets are approximately 45 -50% stoddard cleaning solution (aka dry cleaning solvent) and 50 - 55% mineral oil, plus a tiny bit of perfume/scent marker. You can find more about their product lines at www.wd40.com , or the spanish-language site at www.wd40.es Cheers =-= The CyberPoet
4977	130	37826	569302	476591	snowflake	11/27/04 3:02 AM	1.10152452E12	Re: Hundreds of Uses	You are right my gandmother used to rub it on her knees and wrap them at bed time,to help her arthritis.She said it was the only thing tat worked.
4977	131	37826	569312	443403	pintree3	11/27/04 3:31 AM	1.10152626E12	Re: WD40??????	Well, unless there's actually a software with that name, WD40 is a lubricant. It comes in a spray can. You use it on old squeeky (possibly rusted) door hinges, screws and whatever needs lubrication (no sex jokes) such as your Swiss army knife.
4977	132	37826	569331	443403	wetterfugal	11/27/04 3:50 AM	1.1015274E12	Re: WD40??????????	1940's Pop Group?
4977	133	37826	569412	443403	aacnet	11/27/04 4:39 AM	1.10153034E12	Re: WD40?????????? The real story of WD-40	WD-40 is a lubricant and surface protector for metal. It's been around for many years. I remember using it more than 20 years ago. The &quot;WD&quot; refers to water displacement. The &quot;40&quot; refers to the 40th test number that was finally approved for use. It is sold in spray cans and by the gallon can that you can use in their own sprayer (works like a Windex spray bottle). You cannot use it in any sprayer other that the one that is labelled &quot;WD-40&quot;, because the product attacks the rubber parts of the sprayer. The sprayer will leak where the 0-rings are located, causing leaks and an inoperative sprayer. The container is blue and yellow. It's a good product. The only problem I've had using it on my boat's engine surface, was that once the solvents evaporate, a gummy coating was left behind. It was protecting the metal from the salt air. It is/was used by gun owners too, to protect the metal surface. I've used a product that was called &quot;CRC-556&quot;. It didn't leave the residue. It was marketed by the CRC Company. I believe it is not sold any longer. Now I've been using a product called &quot;TKX&quot;. It works much better than all the spray lubes, rust busters, metal protectors, etc. I've used it on metal parts that are frozen together, waited a sufficient amount of time, which could be a few minutes to hours, and the parts come apart. I work in an oil refinery where we use &quot;Liquid Wrench&quot; and used &quot;WD-40&quot; for many years. We still use LW, but all of the mechanics raved on the quality of &quot;TKX&quot; We get it in spray cans. It is a fantastic product. I've personally love it and haved saved a lot of valves that were frozen solid. I applied the product, waited, and worked the bolts/ threads, etc. and have operated them without having to replace/break them. If you can locate it, TRY IT! The can is multi-colored with blue-green, red, black, and white colors. Made by LPS I just looked at a can. Their website is &quot;www.lpslabs.com&quot; Thought I'd throw my two cents in the pot! Hope this info is what you were looking for.
4977	134	37826	569741	568752	zed	11/27/04 7:41 AM	1.10154126E12	Re: Cancer causing agents!!!	Directly from the MSDS for WD-40: &quot;The componenets in this mixture have been found to be noncarcinogenic by NTP, IARC and OSHA.&quot; You can read it for yourself right here. Or look it up for yourself at your place of work if they supply MSDS's for the chemicals used as the law requires. http://www.3-in-one.com/Brands/pdfs/msds-wd40_aerosol.us.pdf
4977	135	37826	569796	568614	jarnkm	11/27/04 8:10 AM	1.101543E12	Re: Arthritis? Sounds possible	I made a similar reply earlier. It is good to see that others also remember. For those who doubt that there are &quot;many&quot; uses for certain products, they should take a small can to someone who has arthritis and ask them to try it. Given the time span, for those who now have these problems, it is quite likely that the person has already heard of the use of WD 40 by some arthritis victims. Nothing is better than verification from a previous &quot;doubter&quot;. Given that there is more than one &quot;type&quot; of arthritis, the results are going to vary. Area climate will also cause a variation in results. The higher the humidity, the more noticable the effects. GOSH, maybe it has something to do with the moisture consumption of WD 40....who knows, for sure? One thing is for sure, though....it is definitely cheaper than the meds that are used for &quot;pain reduction&quot; caused by the disease. Until you are directly effected by arthritis, you will never appreciate a can of WD 40, as much as you will then. It isn't an &quot;Old Wife's Tale&quot;, that's for sure! In fact, I think I'll get me an extra can in town this afternoon. Until then, just use it on the other meaningless places.
4977	136	37826	569810	443403	dorcan	11/27/04 8:20 AM	1.1015436E12	Re: WD40??????????	This is a light penetrating oil which is concocted from light oil fractions. It has the ability to creep into threads etc and so release seized bolts and nuts. It is also claimed to combat rust.
4977	137	37826	569841	569810	chuckieu	11/27/04 8:36 AM	1.10154456E12	Update.	What does WD40 have to do with computers and why wasn't this thread killed months ago. chuck
4977	138	37826	569911	443403	tony.coles	11/27/04 9:03 AM	1.10154618E12	Re: WD40??????????	WD40 is a light oil lubricant. It got it's name from the 40th experiment to creat a product that would displace water from metal nuts and bolts.
4977	139	37826	569913	569741	jarnkm	11/27/04 9:04 AM	1.10154624E12	Re: Cancer causing agents!!!	What has just transpired, in the last few postings, is a failure to view it as only one piece of a huge puzzle. However, this is the norm! If we dig deep enough, we will find &quot;some&quot; supposed health reason not to use 90% of everything on the market. An old axiom comes into play, at this point. Follow the money trail, it never lies. Remember, in the pre-1950s, the farmers used DDT for everything. Those living in the vicinity of these farms had little problem with the worrisome insects that we are bothered with today. It wasn't long until it was banned because it was claimed to cause cancer. Years later, it was proven to have been a false judgement. Was it brought back into use? No! Why? Just look at the number of products on the market as a directy result of its removal, self-explanatory. NOW! Look at all of the vegetables that are brought into this country from countries who use this and even more supposedly cancer causing products on their fields. Were they, our government, really interested in OUR health? Not at all! Their actions show it and our gullibility and personal fears allow this to happen, at an ever increasing rate. When it comes to our health, the real benefactors are the product producers...not the people. What about the time when we were being warned not to sit so close to the TV??? Computer monitors are much different, I guess! WD 40 is, no doubt, a good product and does the majority of what it claims. But, IF we're going to eat what we eat and smoke what we smoke (including putting up with eating next to a &quot;tobacco addict&quot; at most meals) then...why in the world worry about a propellant with a possible cancer causing agent in it? The same person will probably be more effected by the smoke that was blown into it's face, as a toddler, by one or both of it's parents, who knew of the bad effects but just didn't give a ----. Besides, one is probably adversely effected by other surrounding agents much worse than WD 40. Basically, what I am trying to say is: if it serves the purpose....use it. Our great caring government doesn't really care what happens to you anyway, as long as you pay your taxes and don't accuse them of doing any wrong. Their real interest, regardless of political party, is what will produce the most money and keep the sheeple satisfied. As mentioned by another poster....it probably isn't even the &quot;liquid&quot; WD 40 that was initially being questioned anyway. Relation to &quot;site subject&quot; is worth the thought. After all, what would most likely be considered if one questioned &quot;Colt 45&quot; on this forum? Malt Liquor, a firearm, a night club or a Video Game. SEE? It was the most popular that first came to mind. Enjoy the Thanksgiving left-overs and sit a few inches farther back from the key board. I'm quite sure there are many in America without them.
4977	140	37826	569964	569412	jarnkm	11/27/04 9:29 AM	1.10154774E12	Re: WD40?????????? The real story of WD-40	I am definitely going to try the &quot;TKS&quot;. I used a lot of LPS products, years ago. In the early '60s, I got involved with B'LASTER, a product of PBBlaster that was becoming a popular rust penetrant....definitely awesome. I would like to compare the two. Their web site is: http://www.pbblaster.com and readily available in Wal Mart, auto supply stores, etc. They once had a car polish that was unbelievable, hope they still do. It was cheap and had to be frozen to activate the contents. Nothing wound adhere to a waxed surface that it was applied to. I even had to sell an old fiberglass bass boat that I stupidly waxed the floor and then later tried to 3-M some Astro-Turf to it. I ended up having to use a cup brush on a grinder to get it out of the gel-coat and the glue it down so it would stick. The top surface of the boat was so dangerously slick, when wet with water, that you took your life in your hands to try to walk on it without slipping. I guess some products mean what they say they will do. This incident taught me to always consider the advice of the salesman, at least the first time, anyway.
4977	141	37826	570388	569911	DavidSN	11/27/04 12:48 PM	1.10155968E12	Re: WD40??????????	Here in the South.. Many of the Older People use WD-40 on their hands and wrist and maybe a few on their Knees to help with their Arthritis.. They claim that the WD-40 helps loosen up thier Joints.. and IT makes them feel better... Go Figure... David Dsn (True Story)
4977	142	37826	570886	443403	Art	11/27/04 5:14 PM	1.10157564E12	I went through the names...	Halvaro's name never appeared again. Do you guys and gals think he know what WD40 is now???
4977	143	37826	570956	568810	goldengabbie	11/27/04 5:52 PM	1.10157792E12	Re: Proof & Evidence OR Hysteria	JINKS I used WD40 for 45years on office machines 10 times a day and at 70 years I am in good health gabbie@auracbsi.com
4977	144	37826	570969	569913	JINKS	11/27/04 5:58 PM	1.10157828E12	Re: Cancer causing agents!!!	Amen,my aplogies to everyone.
4977	145	37826	570976	461418	goldengabbie	11/27/04 6:00 PM	1.1015784E12	Re: It's a light oil/lubricant. Ususally in a spray can.	just spray WD40 on the spot where the pain is and do not wipe it off . Do this once a day for one week.
4977	146	37826	571029	569741	JINKS	11/27/04 6:33 PM	1.10158038E12	Re: Cancer causing agents!!!	Zen, you posted on the 26th&quot;that it has carcinogins in it but in very small amounts,now you say it has none.(no matter)I tried to open your link but it did't work.(I WAS NOT LOOKING TO OPENING A PANDOROUS BOX).(WHITE FLAG)
4977	147	37826	571333	571029	zed	11/27/04 11:03 PM	1.10159658E12	Re: Cancer causing agents!!!	do you have Acrobat Reader installed? link works fine here.
4977	148	37826	571378	571029	Ivan Marshall	11/28/04 1:24 AM	1.10160504E12	Re: Cancer causing agents!!!	I hope you all don't get down on Jinks too much and I hope he doesn't get down on himself for a honorable attempt to enlighten people! I too have been a member of a Joint Health and Safety Committee with the Union in the Big Three Auto Factory (DaimlerChrysler). It pays to be cautious whenever possible! If you know a chemical has POTENTIAL SIDE-EFFECTS, you try to substitute a less dnagerous chemical as a precaution! This is why we have Water-Based paint in the factories now instead of Solvent-based Paints! Something as simple as fingernail polish remover is going to mess up many lungs from using it in rooms that are not very well-ventilated! Look at what Asbestos has done to many,many workers! The side-effects took 20 to 40 years to show up; but by then it is usually some form of terminal respiratory illness. Companies used Asbestos for years and the Government knew it and did nothing! When you can show that you used Asbestos years ago, they just usually pay you because they know that the stuff caused the long-term lung problems claimed by its victims. Of course, they can fight it like they did the man who invented delay-windshield wipers, and pretty much try to let you die first or settle for pennies on the dollar with their big-time lawyers! Even when the law says to tell people what they are using and make sure they understand first, many companies just give it to thier workers, unless their Union (if they have one; if not, heaven help them) is diligent in fighting to protect them. Companies had to be forced to inform and protect their workers, and theystill hate to follow these rules and to truly inform you as the law calls for! WHY? You know why; they want you to use it and shut up and get your work done!
4977	149	37826	571921	571378	JINKS	11/28/04 8:46 AM	1.10163156E12	Re: Cancer causing agents!!!	THANKS, YOU UNDERSTOOD WHAT I WAS TRYING TO SAY IN A FEW WORDS BUT TOOK THE TIME TO ELABORATE FURTHER.WE ALL HAVE TO LOOK AFTER EACH OTHER.(I WASN'T OUT TO CAUSE MASS HYSTERIA OR DEMEAN WD 40, I USED THE PRODUCT TOO AND OTHERS THAT WERE REMOVED(HYDRAZINE FOR ONE)AFTER WORKING WITH IT FOR MORE THAN 10 YEARS.
4977	150	37826	571937	571333	JINKS	11/28/04 8:52 AM	1.10163192E12	Re: Cancer causing agents!!!	NO I DON'T,THANKS, WILL INSTALL.
4977	151	37826	573171	570886	westerntony	11/28/04 6:09 PM	1.10166534E12	Re: I went through the names...WD 40 USES	TRY &quot;WD40&quot; WHEN TRYING TO START SMALL GAS ENGINES. (CHAIN SAWS, LAWNMOWERS, ETC). JUST REMOVE THE AIR CLEANER & SPAY ONE OR TWO PUFF'S INTO THE INTAKE. THEN PULL THE ROPE TO START. I LEARNED THIS IN A REPAIR SHOP. warning don't use on fuel injected engines.
4977	152	37826	573314	443403	hccmv846	11/28/04 7:25 PM	1.1016699E12	Re: WD40??????????	oil amigo
4977	153	37826	573809	443403	francois	11/29/04 3:52 AM	1.10170032E12	Re: WD40??????????	wd40 can be used to reink the dot matrix printer ink cartridges.I did it many times before the time of inkjet printers
4977	154	37826	573972	443403	billdick	11/29/04 5:29 AM	1.10170614E12	Re: WD40??????????	The name WD40 came about as a result of the tests. it stands for water displacent 40th attempt. That is the amount of time it took to get it right.
4977	155	37826	574853	485679	ALAmar	11/29/04 12:55 PM	1.1017329E12	Re: WD 40 BECAREFULL	JINKS Can you be more specific about the dangers of WD40? It is a product I like and use often, but I'd like to know more about it, if indeed it is harmful. Thanks, A L Amar
4977	156	37826	575426	567747	scaldave	11/29/04 4:46 PM	1.10174676E12	Re: From A Scientist	Of all the explanations to what WD-40 is I can say that this one is very accurate and the Water Displacement #40 is the correct meaning of WD-40 name. I know this because I work for a company that produces WD-40 and if you are a member of the WD-40 family you know the history behind the product.
4977	157	37826	575472	443403	Harm	11/29/04 5:13 PM	1.10174838E12	Re: WD40?????????? NOT FOR PCS	WD-40 ===== I have a can in front of me. It is not clear where it is manufactured, I have to assume it was in China because of the Label. ( I have lived in this region for over 30 years ). WD40 is a product for &quot;mechanical&quot; application. It is to be used ONCE on or at the mechanical item. Then the item has to be cleaned, including removal of all traces of WD40 and lubricated according to the instructions of the manufacturers. Under NO CIRCUMSTANCES should it be used in or in any part of a Computer. WD40 is a cheap chemical with the ability to supplement lubricants for a very limited time. It changes its chemical properties very rapidly and can be very harmful even to fairly heavy gear. It should never be used for bearings of any kind, unless such bearings will be replaced immediately with the right lubricant. WD40 destroys lubricants, it does not replace them. TO REPEAT: WD40 IS THE DEATH OF ANY PC SIMPLY DUE TO ITS CHEMICAL COMPOSITION. I have an MS in Applied Engineering and a second one in High Precision Engineering (below 1/10.000th mm); Nowadays called Nano-Technology. WD40 and a PC MUST be 5 meters apart. Best regards, Harm
4977	158	37826	576768	575472	Willy	11/30/04 9:33 AM	1.10180718E12	Re: WD40?????????? NOT FOR PCS	Goto: http://www.wd40.com for details/info on the product. The real world fact is, WD40 is very much a practical and useful product. Its improper use maybe more for a quick fix or just to get over the hump sorta speak. Its a penetrant and protective sheen for many items and as a lubricant(a very light one) it not intended to replace the orginal lube/oil of the item being used on, just a quick fix until repairs or proper attention is given. In fact: WD40 was never intended to a lube spray but a &quot;protective coat for rocket parts&quot; in storage. Added usage came later and still very few products does as it did in the beginning. As for PC usage, try not using it in the jungles of the world, besides keeping the innards free of bugs it also helps keep moisture from preventing mildew or similar. In the Artic, it too helps free parts for quick release in a PC and lessens frost build-up on innards of PC but only in short duration. Yeah, I did it and only an old tech shown me that. good day -----Willy
4977	159	37826	576893	569741	JINKS	11/30/04 10:37 AM	1.10181102E12	Re: Cancer causing agents!!!	eluminating,I hope everyone takes the time to read this and come to thier own conclusion.When i became a member of the JH&SC WD 40 was not in use, the reason was because it contained carcinogens there was no reason to question it.Again my aplogies to all(should have looked for my brain and dipped my tongue into it before i opened my mouth.)
4977	160	37826	576922	574853	JINKS	11/30/04 10:48 AM	1.10181168E12	Re: WD 40 BECAREFULL	ALAmar i just posted a reply to zed's response dated on the 27th.please read it and follow His link to the msds sheet on wd 40.
4977	161	37826	577099	576768	Vince.Rosati	11/30/04 12:05 PM	1.1018163E12	Re: WD40?????????? NOT FOR PCS	I read mnay of the posts about WD40, but not all of them, so this may be redundant: There is a WD40 fan club, and if you join you get weekly suggestions for using WD40. The home page shows where to go to get the straight info (although most posts here have it right). Go to: www.Fanclub.WD40.com/ Enjoy, Vince
4977	162	37826	578307	577099	Stan Chambers	11/30/04 9:56 PM	1.10185176E12	(NT) (NT) Re: Halvaro, where are you?	NIL
4977	163	37826	579955	568655	bhaver	12/1/04 2:56 PM	1.10191296E12	Re: Cancer causing agents!!!	Hey Jinks... I appreciate your input and think Popgas's response was uncalled for. (Btw, I have no quarrel with zed's response) Please don't be silenced. Bram Haver
4977	164	37826	580009	457667	bhaver	12/1/04 3:18 PM	1.10191428E12	Re: WD40??????????	Or anywhere else.... sorry couldn;t resist.
4977	165	37826	586041	443403	bwolfe1	12/4/04 5:45 AM	1.1021391E12	Re: WD40??????????	Wd 40 is a great lubricant and moisture displacer. If you ever get silicon sealant on your hands its the only thing that will remove it? I got this tip from my son a while back and it works great.
4977	166	37826	589264	443403	zzmel	12/5/04 10:32 PM	1.10228592E12	Re: WD40??????????	The only thing I can recall is using WD-40 so doors won't squeek. It is an oil product and works great.
4977	167	37826	595697	443403	Triumph_Tom	12/8/04 4:49 PM	1.10252454E12	Re: WD40??????????	WD40 is a solvent. The &quot;WD&quot; stands for &quot;Water Displacement&quot;. From what I understand, the &quot;40&quot; is a number to indicate the formula used. When I was in the U.S. Navy in the early 1970's, its use was forbidden on Navy ships because it caused the water to dissipate and removed any protective oil on the surfaces that it came in contact with, allowing rapid corrosion. I do not personally use it for anything except priming a diesel engine, as needed. It has no other uses for me. If I need a lubricant or penetrant, there are many other fine products available. Hope this helps.
4977	168	37826	598755	461676	techduh	12/10/04 5:49 AM	1.10265774E12	Re: WD40?????????? Maybe,	I'm with you, Ernie. I too thought this was a computer forum and am wondering what the &quot;solvent&quot; has to do with PCs. I saw only one reference to using it on drive motors. So far, I have read through 60+ messages. techduh
4977	169	37826	601760	443403	JR_nova	12/11/04 8:45 AM	1.1027547E12	Re: WD40??????????	-grease
4977	170	37826	602313	461680	ibop	12/11/04 1:17 PM	1.10277102E12	Re: (NT) Re: Amazing, the # of 1st time posts.	Not only is there a huge number of 1st time posts, but has anyone noticed how many people have just posted without reading what others have said?
4977	171	37826	1251212	443686	jayso	6/18/05 4:06 PM	1.11911076E12	WD 40	Water Displacement.
4977	172	37826	2437060	566357	1poppy	3/21/07 5:29 AM	1.17445494E12	The Corvair Company ?	Try Consolidated Vultee Aircraft Corporation [ CONVAIR ]. And, WD40 is the best thing since canned beer....
4977	173	37826	2437907	443403	Stan Chambers	3/21/07 8:09 PM	1.17450774E12	Halvero Where Are You??	halvero wrote: &quot;Hi I would like to know what is WD40 , sorry I am from Mexico maybe it is aproduct i don't know.&quot; Your post has assumed a life of it's own. I can only imagine that you are somewhere in Mexico, totally confused, trying to figure out where and how to install this can of WD40 into your computer case. LOL Although, most can't imagine why you would ask this question in a pc hardware forum, everyone was eager to answer. If you're still wondering what is this WD40, it could be your Western Digital 40 gb hard drive. I hope that covers all the bases and this post can RIP.
4977	174	37826	2852567	566272	laurieprior	9/8/08 4:14 AM	1.22084724E12	Reply to an old posting	WD 40 doesn't contain what you'd think of as oil. Also in the UK I did some background study of WD 40 before using it in damp sticky piano mechanisms. I had a letter from the manufacturers of the patented product when they were owned by Cadulac Chemicals in the 1970s They informed me that the product contained Animal Waxes (that is Tallow) Petroleum based waxes (rather like Vaseline) All borne up in a 3 to 1 concentration of White Spirit. This is like a turpentine substitute. The turps does most of the Surfactant work displacing water and the waxes do the lubrication. It was safe to use in Piano actions, on wood, cloth and brass pivot pins and didn't dissolve any of the old fashioned Scotch Glue, or Animal Glue. The company said I should be careful to make sure I didn't use it on any Cold-moulded plastics and there aren't any of those used even in modern pianos. The lubricant was used to free up sticky components that the wooden parts had swollen with moist air or damp conditions. It was very effective and had no long term side effects. So I just thought I'd put in my two penny worth to let you know it doesn't contain oil. Or at least it didn't when the inventors started making it. I think the US Navy invented it and they had 40 attempts at the right formula hence Water Displacer 40 Hope that doesn't all sound smug but I thought the record needed straightening.
